seller_id,type,cv,R_mean,R_p25,R_p10,R_mean_eligible,R_mean_L_star,R_mean_cap_star,R_p25_eligible,R_p25_L_star,R_p25_cap_star,R_p10_eligible,R_p10_L_star,R_p10_cap_star
k_0bae85eb_0,stable,0.1851855367422104,623.2335815429688,553.05810546875,467.88714599609375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0bae85eb_1,stable,0.250308632850647,525.0037231445312,439.89459228515625,341.23291015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0bb738e4_0,stable,0.6322026252746582,440.34051513671875,275.8646240234375,179.62042236328125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0bb738e4_1,stable,0.5551224946975708,339.1763610839844,258.5807800292969,176.12977600097656,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0be8ff43_0,stable,0.4043359160423279,918.4558715820312,635.00048828125,526.2801513671875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0be8ff43_1,stable,0.4193253517150879,1053.4429931640625,847.8348388671875,580.3497924804688,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0bf0150d_0,stable,0.3346484899520874,488.816162109375,384.2724914550781,319.14764404296875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0bf0150d_1,stable,0.40863683819770813,630.1237182617188,506.26190185546875,366.4859924316406,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0c7533c7_0,stable,0.2688637375831604,465.1785888671875,376.7538757324219,342.3365173339844,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0c7533c7_1,stable,0.3796788454055786,379.2198791503906,340.1994934082031,263.3255310058594,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0c8380b6_0,stable,0.46480593085289,891.6431884765625,621.0327758789062,512.871826171875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0c8380b6_1,stable,0.4197825491428375,923.8307495117188,779.6480102539062,671.2546997070312,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0cbcee27_0,stable,0.34600967168807983,440.1846618652344,379.4674987792969,322.0474548339844,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0cbcee27_1,stable,0.4023360013961792,462.5024719238281,390.7664794921875,361.6625061035156,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0d85bbda_0,stable,0.284138560295105,679.2306518554688,565.04248046875,494.2708435058594,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0d85bbda_1,stable,0.33446937799453735,541.9412841796875,481.29437255859375,397.70849609375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0db783cf_0,growth,0.2482643574476242,733.2582397460938,635.6180419921875,509.8855895996094,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_0db783cf_1,stable,0.4310256540775299,641.724609375,491.5872802734375,317.09246826171875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0df3984f_0,stable,0.35207709670066833,830.2039184570312,672.046875,555.3027954101562,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0df3984f_1,stable,0.3399486541748047,665.2807006835938,519.6468505859375,419.3973083496094,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0ea22c1c_0,stable,0.25345030426979065,699.3767700195312,641.8123779296875,438.1472473144531,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0ea22c1c_1,stable,0.29747429490089417,684.0391845703125,547.1296997070312,490.6995544433594,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0eaa7e33_0,stable,0.44490671157836914,179.50013732910156,120.84037780761719,102.64404296875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0eaa7e33_1,stable,0.5168195366859436,198.20223999023438,150.8182373046875,121.0413589477539,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0ebd97a1_0,stable,0.275218665599823,381.20684814453125,331.369140625,288.2153015136719,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0ebd97a1_1,stable,0.37216103076934814,396.9849853515625,354.9881896972656,310.1276550292969,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0ff83046_0,stable,0.48985227942466736,233.7694549560547,181.95169067382812,165.6555938720703,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_0ff83046_1,stable,0.5203354358673096,126.33343505859375,112.0967025756836,82.39530944824219,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_10076e57_0,stable,0.47427311539649963,161.08511352539062,126.83910369873047,96.30279541015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_10076e57_1,stable,0.4557051956653595,172.78956604003906,124.85135650634766,97.72953033447266,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1025f0e2_0,growth,0.24722100794315338,6289.35400390625,4776.43798828125,4271.30517578125,True,16387.37674005682,1.1,True,11436.015234374998,1.1,True,9782.853302556816,1.1
k_1025f0e2_1,growth,0.3438485562801361,6213.68603515625,4712.46875,3639.474609375,True,16139.736115056818,1.1,True,11226.661363636362,1.1,True,7715.044176136363,1.1
k_1127b7f2_0,stable,0.26757049560546875,624.2532348632812,556.2119140625,458.2785339355469,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1127b7f2_1,stable,0.37140345573425293,584.089111328125,451.1966552734375,377.47418212890625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_11305281_0,other,0.5785256028175354,459.90008544921875,348.20794677734375,315.9898376464844,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_11305281_1,stable,0.44029805064201355,537.5752563476562,481.32977294921875,427.79254150390625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_113e3a78_0,stable,0.3833081126213074,196.65274047851562,153.24212646484375,129.1453857421875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_113e3a78_1,stable,0.4096965491771698,170.9029541015625,130.52304077148438,124.38642120361328,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_11bfa663_0,stable,0.21876628696918488,603.8905639648438,513.9154663085938,471.2965393066406,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_11bfa663_1,stable,0.24822133779525757,524.1056518554688,470.89727783203125,342.1410827636719,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_12863947_0,stable,0.3634485900402069,827.1981811523438,624.9315185546875,467.963134765625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_12863947_1,stable,0.36512625217437744,646.3926391601562,472.0511474609375,401.46826171875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_12b9676b_0,stable,0.2221115231513977,1285.35693359375,1122.5574951171875,1023.6583862304688,False,11.166629464286025,1.05,False,0.0,1.05,False,0.0,1.05
k_12b9676b_1,stable,0.21325698494911194,1605.6968994140625,1396.675048828125,1264.986083984375,True,1109.4750837053575,1.05,True,392.8287388392852,1.05,False,0.0,1.05
k_1336efc6_0,stable,0.35087257623672485,379.01446533203125,328.34521484375,252.26219177246094,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1336efc6_1,stable,0.1945011019706726,480.6152648925781,440.4819641113281,374.5929870605469,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1354d516_0,stable,0.33326566219329834,294.1549072265625,268.71942138671875,201.5697021484375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1354d516_1,stable,0.3455502390861511,333.5733337402344,294.5555114746094,248.0269775390625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_13d058e4_0,stable,0.5623825788497925,484.8762512207031,365.5440673828125,261.3284912109375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_13d058e4_1,stable,0.5202565789222717,409.1177673339844,283.407958984375,208.76170349121094,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1430239a_0,stable,0.46501395106315613,182.07391357421875,147.9153594970703,99.89313507080078,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1430239a_1,stable,0.5465913414955139,176.2405548095703,135.81358337402344,91.98710632324219,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1464afc7_0,stable,0.45866942405700684,198.7867889404297,171.96804809570312,127.44404602050781,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1464afc7_1,stable,0.4265313148498535,190.3183135986328,166.7833709716797,138.44590759277344,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_14d79857_0,stable,0.439212441444397,404.89447021484375,320.35723876953125,256.29345703125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_14d79857_1,stable,0.3525542616844177,424.7548522949219,358.88763427734375,329.809814453125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1554a685_0,stable,0.2737612724304199,1568.326416015625,1431.330322265625,1247.3270263671875,True,981.3477120535711,1.05,True,511.64681919642845,1.05,False,0.0,1.05
k_1554a685_1,growth,0.3242318630218506,1386.512451171875,1114.95947265625,893.4098510742188,True,341.7134765624997,1.1,False,0.0,1.1,False,0.0,1.1
k_16090f2c_0,growth,0.28582262992858887,1590.7415771484375,1268.37451171875,1003.083251953125,True,1010.0997070312495,1.1,False,0.0,1.1,False,0.0,1.1
k_16090f2c_1,growth,0.29167038202285767,1815.54296875,1291.7349853515625,1095.896240234375,True,1745.8133522727271,1.1,False,31.532679332386287,1.1,False,0.0,1.1
k_165fc07b_0,stable,0.6625718474388123,814.40869140625,512.3535766601562,178.0592041015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_165fc07b_1,stable,0.7379293441772461,934.9644165039062,435.3459777832031,247.36888122558594,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1660ad78_0,stable,0.6460422277450562,259.9574890136719,148.55618286132812,77.374755859375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1660ad78_1,stable,0.5635572671890259,318.742431640625,254.23736572265625,161.75465393066406,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_17306570_0,stable,0.47844669222831726,733.825927734375,588.987548828125,552.9308471679688,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_17306570_1,stable,0.488806813955307,709.8973999023438,481.5879821777344,344.4246826171875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1771297a_0,decline,0.6343907117843628,182.18505859375,91.13593292236328,68.81199645996094,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_1771297a_1,stable,0.678756833076477,180.24853515625,111.77262115478516,91.4582290649414,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1782ce2d_0,stable,0.6007073521614075,361.72021484375,224.56646728515625,178.94993591308594,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1782ce2d_1,seasonal,0.6088199615478516,268.3412170410156,163.49166870117188,137.65208435058594,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002
k_17908cf9_0,seasonal,0.5486773252487183,346.4518737792969,272.1029968261719,222.687255859375,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002
k_17908cf9_1,stable,0.4982948303222656,360.261962890625,299.427734375,234.93345642089844,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_17a053fc_0,growth,0.24151486158370972,2572.555908203125,2116.009033203125,1825.027587890625,True,4223.31024502841,1.1,True,2729.1568359375,1.1,True,1776.8539240056818,1.1
k_17a053fc_1,stable,0.2272493988275528,2096.592041015625,1724.739501953125,1589.74658203125,True,2792.544140625,1.05,True,1517.6211495535715,1.05,True,1054.7882812500002,1.05
k_17ca9b9e_0,stable,0.33891981840133667,926.4905395507812,780.7667236328125,595.4465942382812,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_17ca9b9e_1,stable,0.3171159327030182,917.8583984375,673.0410766601562,579.2881469726562,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_17e34d82_0,stable,0.4244728684425354,1657.13037109375,1146.5789794921875,838.6055297851562,True,1285.8184151785717,1.05,False,0.0,1.05,False,0.0,1.05
k_17e34d82_1,stable,0.29970651865005493,2051.98046875,1646.4925537109375,1441.608642578125,True,2639.5901785714286,1.05,True,1249.3458984375004,1.05,True,546.8867745535713,1.05
k_17f51e71_0,stable,0.2526717782020569,1782.4417724609375,1532.389892578125,1237.0068359375,True,1715.457505580357,1.05,True,858.1367745535713,1.05,False,0.0,1.05
k_17f51e71_1,stable,0.19500303268432617,1511.8798828125,1359.7432861328125,1150.5771484375,True,787.8167410714283,1.05,True,266.20555245535667,1.05,False,0.0,1.05
k_1835b56c_0,stable,0.12229730188846588,1920.3828125,1747.139404296875,1609.693115234375,True,2188.3982142857144,1.05,True,1594.420814732143,1.05,True,1123.176395089286,1.05
k_1835b56c_1,stable,0.142253577709198,2050.4609375,1815.103515625,1737.6663818359375,True,2634.380357142857,1.05,True,1827.440625,1.05,True,1561.941880580357,1.05
k_1838dd9b_0,stable,0.31334009766578674,347.06610107421875,285.74566650390625,248.25978088378906,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1838dd9b_1,stable,0.2589345872402191,450.2263488769531,399.963623046875,356.53741455078125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_184a67a8_0,seasonal,0.5861091613769531,95.85670471191406,65.3721923828125,47.35517120361328,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002
k_184a67a8_1,other,0.5938324928283691,83.30880737304688,47.97987365722656,40.209049224853516,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_18a349e7_0,growth,0.3871052861213684,882.5146484375,674.5565795898438,544.3756713867188,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_18a349e7_1,stable,0.7779892086982727,684.154052734375,444.0852966308594,274.9875793457031,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1900267e_0,stable,0.13769634068012238,1602.9234619140625,1454.4471435546875,1344.266845703125,True,1099.9661551339289,1.05,True,590.9044921875001,1.05,True,213.14347098214316,1.05
k_1900267e_1,stable,0.15063801407814026,1432.3851318359375,1286.4527587890625,1171.58544921875,True,515.263309151786,1.05,False,14.923744419642974,1.05,False,0.0,1.05
k_1a3df491_0,stable,0.2096562683582306,977.8493041992188,767.8707275390625,748.6063232421875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1a3df491_1,stable,0.21431811153888702,1348.49267578125,1110.0205078125,994.719970703125,True,227.63203124999953,1.05,False,0.0,1.05,False,0.0,1.05
k_1b4c3a6f_0,stable,0.3244191110134125,947.69873046875,747.191162109375,674.9724731445312,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1b4c3a6f_1,stable,0.3360559642314911,757.7962036132812,623.1556396484375,341.2928161621094,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1b7e5006_0,decline,0.7038977146148682,533.032958984375,324.2337341308594,193.53672790527344,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_1b7e5006_1,stable,0.6759622097015381,324.520751953125,191.3193359375,84.10699462890625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1b938a7e_0,stable,0.4058091342449188,552.82373046875,421.9329833984375,301.64892578125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1b938a7e_1,stable,0.3961367905139923,532.5723266601562,432.7080078125,399.71685791015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1bb2bdb9_0,growth,0.4376564621925354,580.8272094726562,383.67822265625,223.58441162109375,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_1bb2bdb9_1,stable,0.440805047750473,691.0960693359375,484.7237548828125,399.70269775390625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1c5e4e49_0,stable,0.43535277247428894,612.5733032226562,482.7818298339844,415.1524963378906,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1c5e4e49_1,stable,0.5294691920280457,839.53564453125,685.02001953125,613.88720703125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1c68394e_0,stable,0.5353102684020996,1388.7760009765625,869.4812622070312,654.9891967773438,True,365.7462890624999,1.05,False,0.0,1.05,False,0.0,1.05
k_1c68394e_1,stable,0.4944984018802643,1600.3905029296875,1174.525390625,1025.1810302734375,True,1091.2817243303575,1.05,False,0.0,1.05,False,0.0,1.05
k_1caf2832_0,stable,0.443814218044281,181.59066772460938,140.95301818847656,108.69076538085938,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1caf2832_1,stable,0.3841317892074585,165.6856689453125,147.4023895263672,132.5964813232422,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1ce3ae5a_0,stable,0.1869480460882187,378.0787048339844,334.3660888671875,320.9034729003906,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1ce3ae5a_1,stable,0.16716136038303375,319.7104797363281,282.9330139160156,255.3513641357422,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_1d2732ef_0,decline,0.7113255262374878,116.02645111083984,32.42599105834961,22.307071685791016,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
