R,type,monthly_safe_revenue,cap_star,L_star,T_star,eligible,reject_reason,seller_id,cv,sim_feasible
808.3518676757812,stable,-47.37481323242187,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0c8380b6_1,0.47975149750709534,
403.5025634765625,stable,-87.85974365234375,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0cbcee27_0,0.3774651288986206,
423.9606018066406,stable,-85.81393981933594,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0cbcee27_1,0.43891197443008423,
650.9293823242188,stable,-63.117061767578136,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0d85bbda_0,0.29649239778518677,
496.7794494628906,stable,-78.53205505371093,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0d85bbda_1,0.3648757040500641,
733.2582397460938,growth,-54.88417602539063,1.1,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0db783cf_0,0.2482643574476242,
614.986083984375,stable,-66.7113916015625,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0db783cf_1,0.4497658908367157,
830.2039184570312,stable,-45.18960815429688,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0df3984f_0,0.35207709670066833,
665.2807006835938,stable,-61.681929931640624,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0df3984f_1,0.3399486541748047,
699.3767700195312,stable,-58.272322998046874,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0ea22c1c_0,0.25345030426979065,
655.53759765625,stable,-62.656240234375005,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0ea22c1c_1,0.31040793657302856,
164.5417938232422,stable,-111.7558206176758,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0eaa7e33_0,0.4853527843952179,
148.6516876220703,stable,-113.34483123779297,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0eaa7e33_1,0.6890926957130432,
365.3232421875,stable,-91.67767578125,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0ebd97a1_0,0.2871846854686737,
347.3618469238281,stable,-93.4738153076172,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0ebd97a1_1,0.4253269135951996,
185.06748962402344,stable,-109.70325103759767,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0ff83046_0,0.6187607645988464,
89.4861831665039,stable,-119.26138168334961,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_0ff83046_1,0.7345911860466003,
134.23760986328125,stable,-114.78623901367189,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_10076e57_0,0.5691276788711548,
158.3904266357422,stable,-112.37095733642579,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_10076e57_1,0.4971329867839813,
6289.35400390625,growth,500.72540039062505,1.1,16387.37674005682,36,True,,k_1025f0e2_0,0.24722100794315338,False
6213.68603515625,growth,493.15860351562503,1.1,16139.736115056818,36,True,,k_1025f0e2_1,0.3438485562801361,False
624.2532348632812,stable,-65.78467651367188,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1127b7f2_0,0.26757049560546875,
584.089111328125,stable,-69.8010888671875,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1127b7f2_1,0.37140345573425293,
306.6000671386719,other,-97.54999328613282,1.1500000000000001,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_11305281_0,0.8677883744239807,
425.5804138183594,stable,-85.65195861816406,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_11305281_1,0.5561659932136536,
180.2650146484375,stable,-110.18349853515626,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_113e3a78_0,0.4181542992591858,
149.5400848388672,stable,-113.25599151611328,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_113e3a78_1,0.4682246148586273,
603.8905639648438,stable,-67.82094360351563,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_11bfa663_0,0.21876628696918488,
524.1056518554688,stable,-75.79943481445312,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_11bfa663_1,0.24822133779525757,
827.1981811523438,stable,-45.49018188476563,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_12863947_0,0.3634485900402069,
646.3926391601562,stable,-63.570736083984386,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_12863947_1,0.36512625217437744,
1285.35693359375,stable,0.3256933593750091,1.05,11.166629464286025,36,False,L_max < 100.0 (비즈니스 가치 부족),k_12b9676b_0,0.2221115231513977,
1605.6968994140625,stable,32.35968994140626,1.05,1109.4750837053575,36,True,,k_12b9676b_1,0.21325698494911194,False
347.429931640625,stable,-93.4670068359375,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1336efc6_0,0.3827700614929199,
480.6152648925781,stable,-80.14847351074219,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1336efc6_1,0.1945011019706726,
269.6419677734375,stable,-101.24580322265626,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1354d516_0,0.36356258392333984,
305.7755432128906,stable,-97.63244567871095,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1354d516_1,0.37696391344070435,
363.6571960449219,stable,-91.84428039550781,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_13d058e4_0,0.7498433589935303,
340.9314270019531,stable,-94.11685729980469,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_13d058e4_1,0.6243079900741577,
151.72825622558594,stable,-113.03717437744142,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1430239a_0,0.5580167770385742,
124.8370590209961,stable,-115.7262940979004,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1430239a_1,0.7716583609580994,
173.9384307861328,stable,-110.81615692138672,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1464afc7_0,0.5241936445236206,
166.5285186767578,stable,-111.55714813232423,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1464afc7_1,0.48746436834335327,
354.2826232910156,stable,-92.78173767089845,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_14d79857_0,0.5019571185112,
407.0567321777344,stable,-87.50432678222657,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_14d79857_1,0.36788269877433777,
1502.9794921875,stable,22.087949218749998,1.05,757.3011160714285,36,True,,k_1554a685_0,0.2856639325618744,False
1328.7410888671875,growth,4.664108886718736,1.1,152.64356356534046,36,True,,k_1554a685_1,0.33832889795303345,False
1590.7415771484375,growth,30.864157714843742,1.1,1010.0997070312495,36,True,,k_16090f2c_0,0.28582262992858887,False
1815.54296875,growth,53.344296875,1.1,1745.8133522727271,36,True,,k_16090f2c_1,0.29167038202285767,False
576.872802734375,stable,-70.52271972656251,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_165fc07b_0,0.9353955388069153,
701.2232055664062,stable,-58.08767944335938,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_165fc07b_1,0.9839059710502625,
184.1365509033203,stable,-109.79634490966798,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1660ad78_0,0.9120596051216125,
212.4949493408203,stable,-106.96050506591797,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1660ad78_1,0.8453359007835388,
580.9454956054688,stable,-70.11545043945313,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_17306570_0,0.6043537259101868,
650.7393188476562,stable,-63.13606811523438,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_17306570_1,0.5332437753677368,
113.86566162109375,decline,-116.82343383789063,1.3,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1771297a_0,1.0150251388549805,
127.6760482788086,stable,-115.44239517211915,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1771297a_1,0.9582449197769165,
241.14678955078125,stable,-104.09532104492189,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1782ce2d_0,0.9010611176490784,
145.35150146484375,seasonal,-113.67484985351564,1.25,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1782ce2d_1,1.1239752769470215,
216.532470703125,seasonal,-106.5567529296875,1.2000000000000002,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_17908cf9_0,0.8778834939002991,
255.1855926513672,stable,-102.69144073486329,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_17908cf9_1,0.7034749984741211,
2572.555908203125,growth,129.04559082031253,1.1,4223.31024502841,36,True,,k_17a053fc_0,0.24151486158370972,False
2096.592041015625,stable,81.44920410156251,1.05,2792.544140625,36,True,,k_17a053fc_1,0.2272493988275528,False
926.4905395507812,stable,-35.56094604492188,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_17ca9b9e_0,0.33891981840133667,
917.8583984375,stable,-36.42416015625,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_17ca9b9e_1,0.3171159327030182,
1657.13037109375,stable,37.503037109375015,1.05,1285.8184151785717,36,True,,k_17e34d82_0,0.4244728684425354,False
2051.98046875,stable,76.98804687500001,1.05,2639.5901785714286,36,True,,k_17e34d82_1,0.29970651865005493,False
1782.4417724609375,stable,50.03417724609375,1.05,1715.457505580357,36,True,,k_17f51e71_0,0.2526717782020569,False
1511.8798828125,stable,22.977988281249992,1.05,787.8167410714283,36,True,,k_17f51e71_1,0.19500303268432617,False
1920.3828125,stable,63.82828125,1.05,2188.3982142857144,36,True,,k_1835b56c_0,0.12229730188846588,False
2050.4609375,stable,76.83609375,1.05,2634.380357142857,36,True,,k_1835b56c_1,0.142253577709198,False
332.6050109863281,stable,-94.94949890136719,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1838dd9b_0,0.3269635736942291,
431.4668884277344,stable,-85.06331115722656,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1838dd9b_1,0.27019262313842773,
59.91044235229492,seasonal,-122.21895576477051,1.2000000000000002,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_184a67a8_0,0.9377745985984802,
55.53920364379883,other,-122.65607963562013,1.1500000000000001,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_184a67a8_1,0.8907487988471985,
882.5146484375,growth,-39.95853515625001,1.1,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_18a349e7_0,0.3871052861213684,
684.154052734375,stable,-59.79459472656251,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_18a349e7_1,0.7779892086982727,
1602.9234619140625,stable,32.08234619140626,1.05,1099.9661551339289,36,True,,k_1900267e_0,0.13769634068012238,False
1432.3851318359375,stable,15.028513183593759,1.05,515.263309151786,36,True,,k_1900267e_1,0.15063801407814026,False
977.8493041992188,stable,-30.42506958007813,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1a3df491_0,0.2096562683582306,
1348.49267578125,stable,6.639267578124986,1.05,227.63203124999953,36,True,,k_1a3df491_1,0.21431811153888702,False
908.2112426757812,stable,-37.38887573242188,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1b4c3a6f_0,0.3385242819786072,
757.7962036132812,stable,-52.43037963867188,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1b4c3a6f_1,0.3360559642314911,
310.9358825683594,decline,-97.11641174316406,1.3,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1b7e5006_0,1.2066818475723267,
243.3905792236328,stable,-103.87094207763673,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1b7e5006_1,0.9012829065322876,
529.7893676757812,stable,-75.23106323242189,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1b938a7e_0,0.42345303297042847,
488.1913146972656,stable,-79.39086853027345,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1b938a7e_1,0.4321492314338684,
556.6260375976562,growth,-72.54739624023438,1.1,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1bb2bdb9_0,0.45668503642082214,
633.5046997070312,stable,-64.85953002929688,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1bb2bdb9_1,0.4808782637119293,
536.0016479492188,stable,-74.60983520507813,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1c5e4e49_0,0.4975460171699524,
594.6710815429688,stable,-68.74289184570313,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1c5e4e49_1,0.747485876083374,
1388.7760009765625,stable,10.667600097656248,1.05,365.7462890624999,36,True,,k_1c68394e_0,0.5353102684020996,False
1333.6588134765625,stable,5.155881347656248,1.05,176.77307477678562,36,True,,k_1c68394e_1,0.5933980941772461,False
166.45811462402344,stable,-111.56418853759766,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1caf2832_0,0.4841609597206116,
144.97496032714844,stable,-113.71250396728516,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1caf2832_1,0.4390077292919159,
378.0787048339844,stable,-90.40212951660158,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1ce3ae5a_0,0.1869480460882187,
319.7104797363281,stable,-96.2389520263672,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1ce3ae5a_1,0.16716136038303375,
67.68209075927734,decline,-121.44179092407228,1.3,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1d2732ef_0,1.219415307044983,
145.89866638183594,seasonal,-113.62013336181641,1.25,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1d2732ef_1,1.1013851165771484,
148.365234375,stable,-113.3734765625,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1d29dfba_0,0.7649661898612976,
144.3448028564453,stable,-113.77551971435548,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1d29dfba_1,0.6131860017776489,
857.866943359375,stable,-42.4233056640625,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1d8dbc4f_0,0.16240569949150085,
887.0508422851562,stable,-39.50491577148438,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1d8dbc4f_1,0.19344423711299896,
633.9891967773438,stable,-64.81108032226564,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1da3aeb7_0,0.2306836098432541,
564.0171508789062,stable,-71.80828491210937,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1da3aeb7_1,0.19983060657978058,
558.6087646484375,stable,-72.34912353515625,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1eade46f_0,0.5409722328186035,
584.1175537109375,stable,-69.79824462890625,1.05,0.0,0,False,가계비 충당 불가 (R × m_i ≤ L_personal),k_1eade46f_1,0.6734436750411987,
