seller_id,type,horizon,actual,pred,ape,mape,smape
k_f25e2390_0,decline,h+1,0.0,455.10118497834753,,,200.0
k_f25e2390_0,decline,h+2,0.0,499.7144180055308,,,200.0
k_f25e2390_0,decline,h+3,385.1097377568905,618.2899864445881,60.549039877796595,60.549039877796595,46.47803722953304
k_f25e2390_0,decline,h+4,172.55098291019885,504.3953449626854,192.31670342045467,192.31670342045467,98.04155762103481
k_f25e2390_0,decline,h+5,0.0,622.9709133954564,,,200.0
k_f25e2390_0,decline,h+6,0.0,509.0762719136202,,,200.0
k_392e0502_0,decline,h+1,107.59623122552742,76.50574997383805,28.89551139251529,28.89551139251529,33.7752815576941
k_392e0502_0,decline,h+2,0.0,54.63286530306716,,,200.0
k_392e0502_0,decline,h+3,0.0,46.815561672915806,,,200.0
k_392e0502_0,decline,h+4,0.0,40.626252632757684,,,200.0
k_392e0502_0,decline,h+5,233.24710623862364,32.808949001316535,85.9338237758237,85.9338237758237,150.67362932713095
k_392e0502_0,decline,h+6,5.0618438036298645,26.61963996115739,425.88821373880324,425.88821373880324,136.09082401303556
k_ce27a3cc_0,decline,h+1,151.1518970114877,497.0953444796985,228.87138984561918,228.87138984561918,106.73194587683082
k_ce27a3cc_0,decline,h+2,0.0,415.9564128733865,,,200.0
k_ce27a3cc_0,decline,h+3,130.17263387125325,443.0569934468763,240.36108840286667,240.36108840286667,109.16545295799207
k_ce27a3cc_0,decline,h+4,320.7784155898084,446.4055322038599,39.16320753161138,39.16320753161138,32.75019425923612
k_ce27a3cc_0,decline,h+5,0.0,473.50611277803114,,,200.0
k_ce27a3cc_0,decline,h+6,131.36888296904877,476.8546515355804,262.98904333983717,262.98904333983717,113.60486695008089
k_5ee7fd21_0,decline,h+1,98.91712248194365,251.31563521757204,154.0668682142945,154.0668682142945,87.02698955782978
k_5ee7fd21_0,decline,h+2,0.0,216.86764713781923,,,200.0
k_5ee7fd21_0,decline,h+3,0.0,190.45755138252193,,,200.0
k_5ee7fd21_0,decline,h+4,0.0,224.6813455958383,,,200.0
k_5ee7fd21_0,decline,h+5,279.1359170410626,198.2712498414709,28.969638897346208,28.969638897346208,33.87660379195294
k_5ee7fd21_0,decline,h+6,0.0,232.49504405486417,,,200.0
k_2a1348e9_0,decline,h+1,24.829019551706537,82.03028660652558,230.38069197898517,230.38069197898517,107.05902763418314
k_2a1348e9_0,decline,h+2,6.357607268616222,0.0,100.0,100.0,200.0
k_2a1348e9_0,decline,h+3,40.694975839612944,0.0,100.0,100.0,200.0
k_2a1348e9_0,decline,h+4,0.0,0.0,,,
k_2a1348e9_0,decline,h+5,14.884915478776215,0.0,100.0,100.0,200.0
k_2a1348e9_0,decline,h+6,0.0,0.0,,,
k_70f84699_1,decline,h+1,0.0,182.43240445627637,,,200.0
k_70f84699_1,decline,h+2,0.0,157.27026124019187,,,200.0
k_70f84699_1,decline,h+3,380.97942732676665,178.7808099568656,53.07336902380164,53.07336902380164,72.24472333051638
k_70f84699_1,decline,h+4,266.82357369481275,154.22194340052653,42.20078036398599,42.20078036398599,53.486678148761435
k_70f84699_1,decline,h+5,0.0,175.73249211606787,,,200.0
k_70f84699_1,decline,h+6,0.0,151.1736255599034,,,200.0
k_b5abf4f3_0,decline,h+1,0.0,65.09438922709693,,,200.0
k_b5abf4f3_0,decline,h+2,122.87977484938,95.77198702558692,22.060414626426905,22.060414626426905,24.795398483268844
k_b5abf4f3_0,decline,h+3,0.0,146.44660118546366,,,200.0
k_b5abf4f3_0,decline,h+4,75.83500939924109,96.3110488917398,27.000773989095894,27.000773989095894,23.78914707171253
k_b5abf4f3_0,decline,h+5,0.0,146.9856630504377,,,200.0
k_b5abf4f3_0,decline,h+6,179.57724781653968,96.85011075676759,46.06771629793997,46.06771629793997,59.854521988519615
k_0ac4201f_1,decline,h+1,495.3588171354051,84.5025286861017,82.94114775734312,82.94114775734312,141.70845889623186
k_0ac4201f_1,decline,h+2,0.0,220.6574095192318,,,200.0
k_0ac4201f_1,decline,h+3,0.0,313.6825441800295,,,200.0
k_0ac4201f_1,decline,h+4,0.0,201.18528929492913,,,200.0
k_0ac4201f_1,decline,h+5,354.06679712847034,294.2104239530245,16.905390073536733,16.905390073536733,18.466289182763475
k_0ac4201f_1,decline,h+6,0.0,181.71316906761183,,,200.0
k_700f03c2_0,decline,h+1,0.0,0.0,,,
k_700f03c2_0,decline,h+2,162.07130240719064,76.6965401370079,52.67728524553086,52.67728524553086,71.5127810851488
k_700f03c2_0,decline,h+3,0.0,97.65081649665979,,,200.0
k_700f03c2_0,decline,h+4,123.31837189853319,59.23505746809832,51.96574804211886,51.96574804211886,70.20773551367586
k_700f03c2_0,decline,h+5,37.08521161485345,80.1893338279043,116.22994810089395,116.22994810089395,73.50976642086441
k_700f03c2_0,decline,h+6,496.59719763947794,41.773574798911,91.58803654199474,91.58803654199474,168.9629698063213
k_a3082f44_1,decline,h+1,151.76901273584036,20.97528244759351,86.17946966282123,86.17946966282123,151.43044828121182
k_a3082f44_1,decline,h+2,122.38982773011,19.907558473810823,83.73430305195762,83.73430305195762,144.03956669932901
k_a3082f44_1,decline,h+3,0.0,75.37581278166431,,,200.0
k_a3082f44_1,decline,h+4,0.0,13.500920170208452,,,200.0
k_a3082f44_1,decline,h+5,23.044368271495856,68.96917447577164,199.28863166573024,199.28863166573024,99.82184107488808
k_a3082f44_1,decline,h+6,0.0,7.0942818644901,,,200.0
k_9a84ba99_0,decline,h+1,0.0,189.26095238146058,,,200.0
k_9a84ba99_0,decline,h+2,238.50590884346215,105.89498318275392,55.600687758115185,55.600687758115185,77.00962960956198
k_9a84ba99_0,decline,h+3,0.0,64.23141303879858,,,200.0
k_9a84ba99_0,decline,h+4,0.0,94.65686440278944,,,200.0
k_9a84ba99_0,decline,h+5,206.3794534180885,52.993294259578164,74.32239819328184,74.32239819328184,118.27469194961817
k_9a84ba99_0,decline,h+6,0.0,83.41874562379687,,,200.0
k_b4a476fb_0,decline,h+1,82.94298630962994,171.50779207571202,106.77793229612642,106.77793229612642,69.61252492767693
k_b4a476fb_0,decline,h+2,392.7555524525799,239.2942809742019,39.07297313050881,39.07297313050881,48.55986454307176
k_b4a476fb_0,decline,h+3,463.4952645975428,244.34426433945973,47.282252268180976,47.282252268180976,61.921096886802275
k_b4a476fb_0,decline,h+4,162.09141530628617,203.5383497941295,25.57009845927105,25.57009845927105,22.67153193967151
k_b4a476fb_0,decline,h+5,707.2195041054397,208.5883331585568,70.50585681705715,70.50585681705715,108.8942790523738
k_b4a476fb_0,decline,h+6,0.0,167.78241861288865,,,200.0
k_42bde9fe_0,decline,h+1,0.0,0.0,,,
k_42bde9fe_0,decline,h+2,0.0,0.0,,,
k_42bde9fe_0,decline,h+3,0.0,0.0,,,
k_42bde9fe_0,decline,h+4,0.0,0.0,,,
k_42bde9fe_0,decline,h+5,0.0,0.0,,,
k_42bde9fe_0,decline,h+6,0.0,0.0,,,
k_a478c796_1,decline,h+1,366.0862595474446,161.2982080494046,55.939835532532356,55.939835532532356,77.66176824706451
k_a478c796_1,decline,h+2,0.0,239.9384463165157,,,200.0
k_a478c796_1,decline,h+3,0.0,316.585820971202,,,200.0
k_a478c796_1,decline,h+4,105.83810105452362,250.37008544683692,136.55950262926214,136.55950262926214,81.15028787625084
k_a478c796_1,decline,h+5,0.0,327.01746010030257,,,200.0
k_a478c796_1,decline,h+6,127.27747200750827,260.80172457589015,104.9080017558057,104.9080017558057,68.81288857733834
k_b7ed9fb1_1,decline,h+1,15.097861757603512,0.0,100.0,100.0,200.0
k_b7ed9fb1_1,decline,h+2,0.0,0.0,,,
k_b7ed9fb1_1,decline,h+3,50.8819851788611,0.0,100.0,100.0,200.0
k_b7ed9fb1_1,decline,h+4,0.0,0.0,,,
k_b7ed9fb1_1,decline,h+5,61.39432294576562,0.0,100.0,100.0,200.0
k_b7ed9fb1_1,decline,h+6,0.0,0.0,,,
k_0b18d63d_0,decline,h+1,112.15245524606996,36.362087207174724,67.57798380125172,67.57798380125172,102.06457466985839
k_0b18d63d_0,decline,h+2,74.23092084761224,88.10323548761215,18.688054090664213,18.688054090664213,17.091060751691973
k_0b18d63d_0,decline,h+3,340.0485889382332,121.728447411335,64.20263122060892,64.20263122060892,94.55651725462954
k_0b18d63d_0,decline,h+4,0.0,72.08525607179158,,,200.0
k_0b18d63d_0,decline,h+5,166.5543711790496,105.71046799450176,36.530955479480824,36.530955479480824,44.69464611680083
k_0b18d63d_0,decline,h+6,126.61749352375429,56.067276654833165,55.719170318029896,55.719170318029896,77.23710827120753
k_a1544b9e_0,decline,h+1,0.0,17.882348898335664,,,200.0
k_a1544b9e_0,decline,h+2,28.845013795752628,45.68890012799382,58.39444713568284,58.39444713568284,45.19791178408717
k_a1544b9e_0,decline,h+3,52.274881588054505,37.81575820413221,27.65979174829235,27.65979174829235,32.099058053700915
k_a1544b9e_0,decline,h+4,175.39484270653827,38.77958096348871,77.890124723694,77.890124723694,127.57383388926884
k_a1544b9e_0,decline,h+5,0.0,30.906439040300498,,,200.0
k_a1544b9e_0,decline,h+6,174.26659361146073,31.87026179951836,81.71177783472645,81.71177783472645,138.1570816417511
k_3ea00e1d_0,decline,h+1,142.63838912838807,26.86543262944258,81.16535611933955,81.16535611933955,136.60217840321002
k_3ea00e1d_0,decline,h+2,99.76045681747894,36.50248691069224,63.409863912835775,63.409863912835775,92.8469152009207
k_3ea00e1d_0,decline,h+3,0.0,42.02053949919258,,,200.0
k_3ea00e1d_0,decline,h+4,0.0,26.254705631210896,,,200.0
k_3ea00e1d_0,decline,h+5,0.0,31.77275821908333,,,200.0
k_3ea00e1d_0,decline,h+6,104.76955883094855,16.006924351052078,84.72177937020797,84.72177937020797,146.9866188207156
k_86bb7c4b_1,decline,h+1,0.0,0.0,,,
k_86bb7c4b_1,decline,h+2,55.9688125802179,83.26874603146996,48.77704598811014,48.77704598811014,39.21346183236001
k_86bb7c4b_1,decline,h+3,0.0,64.71544470683364,,,200.0
k_86bb7c4b_1,decline,h+4,958.8390013202326,11.521405907870303,98.79840036836148,98.79840036836148,195.25066941229315
k_86bb7c4b_1,decline,h+5,1174.8041973637999,0.0,100.0,100.0,200.0
k_86bb7c4b_1,decline,h+6,0.0,0.0,,,
k_ac641731_0,decline,h+1,0.0,156.91867069084358,,,200.0
k_ac641731_0,decline,h+2,43.80282559856564,141.5910218988242,223.24632021789185,223.24632021789185,105.49238566467025
k_ac641731_0,decline,h+3,0.0,129.01512060995336,,,200.0
k_ac641731_0,decline,h+4,155.15999820584224,146.03204713345488,5.882928060026019,5.882928060026019,6.0612165650687055
k_ac641731_0,decline,h+5,0.0,133.45614584514288,,,200.0
k_ac641731_0,decline,h+6,213.6681233734124,150.47307236868204,29.576265287961988,29.576265287961988,34.7090918268356
k_1d2732ef_0,decline,h+1,157.23924054531886,0.0,100.0,100.0,200.0
k_1d2732ef_0,decline,h+2,121.78709555337264,0.0,100.0,100.0,200.0
k_1d2732ef_0,decline,h+3,0.0,23.938957954112936,,,200.0
k_1d2732ef_0,decline,h+4,20.80381716868074,0.0,100.0,100.0,200.0
k_1d2732ef_0,decline,h+5,0.0,6.098950974424326,,,200.0
k_1d2732ef_0,decline,h+6,0.0,0.0,,,
k_48436dad_1,decline,h+1,537.763337727451,611.5897587834995,13.728422128595383,13.728422128595383,12.846604108025755
k_48436dad_1,decline,h+2,372.6172199611076,517.6534060122472,38.92364020811435,38.92364020811435,32.58249386641684
k_48436dad_1,decline,h+3,479.73629835221124,299.0989721791916,37.65346228614953,37.65346228614953,46.3865294774773
k_48436dad_1,decline,h+4,0.0,556.0256076429125,,,200.0
k_48436dad_1,decline,h+5,382.97144089934693,337.4711738332462,11.880851208970217,11.880851208970217,12.63119813726984
k_48436dad_1,decline,h+6,72.0051655450941,594.3978092975326,725.4932889853351,725.4932889853351,156.77980545504116
k_9cea4682_1,decline,h+1,58.34107000663178,3.208018525452964,94.50126896011969,94.50126896011969,179.15147988727296
k_9cea4682_1,decline,h+2,0.0,11.754179510123222,,,200.0
k_9cea4682_1,decline,h+3,21.738089147868394,12.52360217958411,42.388670437428225,42.388670437428225,53.78886220308154
k_9cea4682_1,decline,h+4,18.818609149703057,7.722217328139514,58.96499434836626,58.96499434836626,83.61753037967593
k_9cea4682_1,decline,h+5,0.0,8.491639997566793,,,200.0
k_9cea4682_1,decline,h+6,0.0,3.6902551460836577,,,200.0
k_52562a9f_1,decline,h+1,77.67194175958554,400.4382225056073,415.5506781909299,415.5506781909299,135.0175356518852
k_52562a9f_1,decline,h+2,77.25597607859189,41.65129045743288,46.08664265006327,46.08664265006327,59.88647566862034
k_52562a9f_1,decline,h+3,156.6848070374478,0.0,100.0,100.0,200.0
k_52562a9f_1,decline,h+4,66.55647359316546,10.41805537744915,84.34704422423161,84.34704422423161,145.86232346325215
k_52562a9f_1,decline,h+5,122.59606777140682,0.0,100.0,100.0,200.0
k_52562a9f_1,decline,h+6,0.5624548962108588,0.0,100.0,100.0,200.0
k_5c853bb5_0,decline,h+1,23.56643948739333,21.190206533452766,10.083122464094368,10.083122464094368,10.6184585539935
k_5c853bb5_0,decline,h+2,0.0,18.065962853027585,,,200.0
k_5c853bb5_0,decline,h+3,0.0,0.6946647631602332,,,200.0
k_5c853bb5_0,decline,h+4,0.0,5.312071342529578,,,200.0
k_5c853bb5_0,decline,h+5,179.8317392110153,0.0,100.0,100.0,200.0
k_5c853bb5_0,decline,h+6,29.83516131349523,0.0,100.0,100.0,200.0
k_a7c88262_0,decline,h+1,412.9746924327535,14.469694530710967,96.49622730015905,96.49622730015905,186.45934304249246
k_a7c88262_0,decline,h+2,87.78521454627055,91.58708361570979,4.330876320220548,4.330876320220548,4.239081628988213
k_a7c88262_0,decline,h+3,144.93714098910473,75.66268789124183,47.79620504800107,47.79620504800107,62.80553656769824
k_a7c88262_0,decline,h+4,66.03914136753139,73.0765075056002,10.656356203820648,10.656356203820648,10.117289025459158
k_a7c88262_0,decline,h+5,0.0,57.15211178216907,,,200.0
k_a7c88262_0,decline,h+6,0.0,54.565931396129486,,,200.0
k_5236605f_1,decline,h+1,0.0,83.51299489060999,,,200.0
k_5236605f_1,decline,h+2,88.57664484672001,7.839851476941579,91.14907604537487,91.14907604537487,167.4750617337353
k_5236605f_1,decline,h+3,116.90985394315463,0.0,100.0,100.0,200.0
k_5236605f_1,decline,h+4,0.0,1.0697412553764956,,,200.0
k_5236605f_1,decline,h+5,152.52281116587307,0.0,100.0,100.0,200.0
k_5236605f_1,decline,h+6,17.658281737580847,0.0,100.0,100.0,200.0
k_9cea4682_0,decline,h+1,0.0,9.021523941621574,,,200.0
k_9cea4682_0,decline,h+2,19.758093782295173,19.39399946363037,1.8427603526766434,1.8427603526766434,1.8598970756318107
k_9cea4682_0,decline,h+3,0.0,33.630154234617926,,,200.0
k_9cea4682_0,decline,h+4,26.63931878632554,18.682999348991412,29.866827681112678,29.866827681112678,35.10994037674453
k_9cea4682_0,decline,h+5,0.0,32.919154119451505,,,200.0
k_9cea4682_0,decline,h+6,0.0,17.971999233821087,,,200.0
k_a7c88262_1,decline,h+1,93.03168561391408,271.93456220723294,192.30316575771218,192.30316575771218,98.03803922218628
k_a7c88262_1,decline,h+2,0.0,252.34690731645378,,,200.0
k_a7c88262_1,decline,h+3,0.0,198.21618463778196,,,200.0
k_a7c88262_1,decline,h+4,176.70492426024296,273.7745412311377,54.93317029916779,54.93317029916779,43.096133966955264
k_a7c88262_1,decline,h+5,60.76897327145855,219.64381855671468,261.44072662796674,261.44072662796674,113.31497700191142
k_a7c88262_1,decline,h+6,0.0,295.20217515010506,,,200.0
k_5b33b527_1,decline,h+1,0.0,84.1602873728547,,,200.0
k_5b33b527_1,decline,h+2,30.34123873390054,8.141227695096887,73.16778076697106,73.16778076697106,115.37727749214864
k_5b33b527_1,decline,h+3,0.0,0.0,,,
k_5b33b527_1,decline,h+4,52.9976308172019,0.0,100.0,100.0,200.0
k_5b33b527_1,decline,h+5,60.2502164593531,0.0,100.0,100.0,200.0
k_5b33b527_1,decline,h+6,0.0,0.0,,,
k_9df57502_1,decline,h+1,0.0,108.03715404596545,,,200.0
k_9df57502_1,decline,h+2,0.0,356.16984479750994,,,200.0
k_9df57502_1,decline,h+3,336.26660816239473,311.84656296224347,7.262108281758974,7.262108281758974,7.535734895736307
k_9df57502_1,decline,h+4,0.0,363.36603437439106,,,200.0
k_9df57502_1,decline,h+5,0.0,319.04275254639003,,,200.0
k_9df57502_1,decline,h+6,0.0,370.5622239574897,,,200.0
k_404e1ba0_1,decline,h+1,0.0,53.4091238413719,,,200.0
k_404e1ba0_1,decline,h+2,0.0,133.32233725813182,,,200.0
k_404e1ba0_1,decline,h+3,0.0,131.92998448896822,,,200.0
k_404e1ba0_1,decline,h+4,0.0,131.76754569862976,,,200.0
k_404e1ba0_1,decline,h+5,130.88332196820477,130.37519293135847,0.38823054702854926,0.38823054702854926,0.3889856275433863
k_404e1ba0_1,decline,h+6,154.46668045952805,130.21275414072744,15.701720427115283,15.701720427115283,17.039465005863715
k_8f78f090_0,decline,h+1,163.66411147113467,167.92481712615248,2.603323121189742,2.603323121189742,2.569872084114367
k_8f78f090_0,decline,h+2,0.0,162.00020938131462,,,200.0
k_8f78f090_0,decline,h+3,137.69878049403565,152.17231573326197,10.511011925667153,10.511011925667153,9.986187258820136
k_8f78f090_0,decline,h+4,0.0,165.12926214125307,,,200.0
k_8f78f090_0,decline,h+5,230.2060318908884,155.30136849370783,32.53809762581869,32.53809762581869,38.86029856882278
k_8f78f090_0,decline,h+6,195.3292439292693,168.2583149017027,13.85912753410813,13.85912753410813,14.891009535423393
k_1771297a_0,decline,h+1,209.4324653963267,60.17887993219705,71.26573484282129,71.26573484282129,110.71758518341494
k_1771297a_0,decline,h+2,0.0,106.1135809861301,,,200.0
k_1771297a_0,decline,h+3,91.01456872124838,133.7167485199716,46.9179609360209,46.9179609360209,38.002874119131285
k_1771297a_0,decline,h+4,183.87658923460708,104.3898419344712,43.22831287604492,43.22831287604492,55.148112097391
k_1771297a_0,decline,h+5,91.25729608611371,131.9930094683421,44.63830852909415,44.63830852909415,36.49331030572053
k_1771297a_0,decline,h+6,66.45447919544002,102.66610288276583,54.49086972877908,54.49086972877908,42.823437859953195
k_78744a20_0,decline,h+1,359.6836109678084,514.651126831202,43.08439726970576,43.08439726970576,35.44809765959843
k_78744a20_0,decline,h+2,294.37731711665197,239.38679154208202,18.68028627789247,18.68028627789247,20.604804512897115
k_78744a20_0,decline,h+3,0.0,123.05346879406596,,,200.0
k_78744a20_0,decline,h+4,430.4781222737708,251.3753608362853,41.605543271623375,41.605543271623375,52.5340900571676
k_78744a20_0,decline,h+5,0.0,135.04203808791033,,,200.0
k_78744a20_0,decline,h+6,172.72981273858153,263.3639301308332,52.47161214110858,52.47161214110858,41.56634616947091
k_72bc2cce_1,decline,h+1,43.12030538875113,73.2375968516003,69.84480093850617,69.84480093850617,51.76664563896699
k_72bc2cce_1,decline,h+2,106.72786259873915,163.35002500611142,53.05284021310588,53.05284021310588,41.93024679622483
k_72bc2cce_1,decline,h+3,186.44073631464437,235.39024603222543,26.254728813649415,26.254728813649415,23.208114987310292
k_72bc2cce_1,decline,h+4,56.991067177936955,165.46344376858707,190.33224321274545,190.33224321274545,97.52319800494031
k_72bc2cce_1,decline,h+5,0.0,237.50366479382828,,,200.0
k_72bc2cce_1,decline,h+6,32.02998687815178,167.5768625300835,423.1874217356943,423.1874217356943,135.81385213361258
k_6c177e38_1,decline,h+1,233.39444686570636,208.21334167534673,10.78907640199712,10.78907640199712,11.404284907904755
k_6c177e38_1,decline,h+2,0.0,313.10071935805064,,,200.0
k_6c177e38_1,decline,h+3,405.5036879183737,398.8676967525869,1.636481088458715,1.636481088458715,1.64998190941399
k_6c177e38_1,decline,h+4,274.776523084486,309.2967741710502,12.563027837698568,12.563027837698568,11.820520215106274
k_6c177e38_1,decline,h+5,346.13130792622445,395.06375156477213,14.136959736961241,14.136959736961241,13.20366157652244
k_6c177e38_1,decline,h+6,0.0,305.492828983133,,,200.0
k_04aba032_0,decline,h+1,297.1299955636115,137.25278463163687,53.80715959986176,53.80715959986176,73.6112103063166
k_04aba032_0,decline,h+2,519.4348919774299,97.07254278119038,81.31189408327073,81.31189408327073,137.01776341484222
k_04aba032_0,decline,h+3,473.5269914907081,69.99765032147056,85.21781195595392,85.21781195595392,148.48612560557353
k_04aba032_0,decline,h+4,318.265337513198,73.14767821837515,77.01676255732944,77.01676255732944,125.24757708257812
k_04aba032_0,decline,h+5,0.0,46.07278575929004,,,200.0
k_04aba032_0,decline,h+6,297.1470743584919,49.222813656286036,83.4348651210675,83.4348651210675,143.15578188576723
k_ab3e0c17_0,decline,h+1,210.59850417436556,9.615971876914912,95.4339790234439,95.4339790234439,182.53344276118216
k_ab3e0c17_0,decline,h+2,282.19622780263677,0.23744812311399244,99.9158570881819,99.9158570881819,199.66371131581855
k_ab3e0c17_0,decline,h+3,0.0,5.094066309456636,,,200.0
k_ab3e0c17_0,decline,h+4,131.0916628594904,0.0,100.0,100.0,200.0
k_ab3e0c17_0,decline,h+5,0.0,0.0,,,
k_ab3e0c17_0,decline,h+6,0.0,0.0,,,
k_7e93a43e_0,growth,h+1,3933.425910154425,6455.091343294637,64.10862923921738,64.10862923921738,48.54716744688471
k_7e93a43e_0,growth,h+2,5100.678546417422,5871.149875235085,15.105271226292466,15.105271226292466,14.044538416170752
k_7e93a43e_0,growth,h+3,6856.0686809070985,5582.589593321751,18.57447973255803,18.57447973255803,20.476148785658296
k_7e93a43e_0,growth,h+4,5612.921549725789,6263.132061517357,11.584172449788348,11.584172449788348,10.949942347447958
k_7e93a43e_0,growth,h+5,5261.004227654334,5974.571779601523,13.563333558949452,13.563333558949452,12.701930928799248
k_7e93a43e_0,growth,h+6,2570.931821665548,6655.114247798245,158.86000522125116,158.86000522125116,88.53592092175765
