seller_id,type,cv,mean_rev,L,target,r_star,cvar,expected_recovery,status
k_02ecc2a1_1,stable,0.4042598383966553,514.9419482637618,1544.8258447912854,1853.7910137495423,0.13898221534004654,1341.6486985516672,1716.2226853909908,optimal
k_0432ead4_0,decline,0.7564230949931877,218.8086964308109,656.4260892924327,787.7113071509192,0.12776791922094122,582.8566650337137,671.9869583400429,optimal
k_0432ead4_1,stable,0.6930367080282002,296.1166931028201,888.3500793084602,1066.0200951701522,0.13616964389568248,694.3344848845297,969.5118382172603,optimal
k_048c2757_0,stable,0.17540139341797337,705.7313571890378,2117.1940715671135,2540.632885880536,0.1452147974524438,2084.433979494413,2459.1391191778466,optimal
k_048c2757_1,stable,0.18254717103170942,627.3592798630772,1882.0778395892316,2258.493407507078,0.10730480727948079,1485.0094536046597,1616.1189167385432,optimal
k_04aba032_0,decline,0.2871416476681637,256.15231500752986,768.4569450225896,922.1483340271075,0.03000000000072288,184.4645651294325,184.31182871593037,optimal
k_04aba032_1,stable,0.26676374717649204,264.2180119175102,792.6540357525305,951.1848429030365,0.03000000000305349,190.37056612552144,190.09156824668977,optimal
k_0509040e_0,stable,0.35467205432974724,352.59535603534545,1057.7860681060363,1269.3432817272435,0.04078003341228475,341.90208295490055,345.4517233185441,optimal
k_0509040e_1,growth,0.3483864912643667,328.3812686037409,985.1438058112228,1182.1725669734674,0.030000000020568556,234.5872652293368,235.91562863109547,optimal
k_054694fa_0,stable,0.4924535312590147,479.94447673240535,1439.833430197216,1727.8001162366593,0.14171797577951253,1094.7885897970548,1635.412038106069,optimal
k_054694fa_1,stable,0.2693438096475036,461.7957873064118,1385.3873619192354,1662.4648343030824,0.10519884710615768,1014.357227139146,1166.4527834785504,optimal
k_058cb5ae_0,stable,0.3093333355389677,233.66863816984687,701.0059145095406,841.2070974114487,0.03000000000085541,168.31954227010675,167.89492507940463,optimal
k_058cb5ae_1,stable,0.4372835345543105,227.66964030367714,683.0089209110314,819.6107050932377,0.030000000000351263,165.1463037702641,164.55371700046223,optimal
k_05d2173d_0,stable,0.3990178848031471,771.5639887230768,2314.6919661692305,2777.6303594030765,0.13976188106513618,1559.1272605712327,2590.316486081568,optimal
k_05d2173d_1,stable,0.4128212180763842,468.24323152854754,1404.7296945856426,1685.675633502771,0.10836592928475414,1101.8811408573983,1221.2259178581915,optimal
k_05ff92fe_0,stable,0.5001120295335559,809.1952840581612,2427.5858521744835,2913.1030226093803,0.1435664264170903,1183.2057609115423,2796.3447269754256,optimal
k_05ff92fe_1,stable,0.27329028207322387,1091.107593013422,3273.322779040266,3927.9873348483193,0.14745687205894123,820.5099552579541,3858.3188346529773,optimal
k_06579cb2_0,stable,0.18539928084876273,563.5460053886527,1690.638016165958,2028.7656193991497,0.07181732870687906,906.9308148636492,970.8713645673479,optimal
k_06579cb2_1,stable,0.18035168614277775,651.5070891817644,1954.521267545293,2345.4255210543515,0.14207449800823282,2009.9227923164353,2220.0656355071296,optimal
k_066a6914_0,stable,0.5027248018161922,589.6769561289581,1769.0308683868743,2122.837042064249,0.1430492653472775,1502.2618722809254,2019.6407808007339,optimal
k_066a6914_1,stable,0.49164924419668293,526.3309738156512,1578.9929214469535,1894.791505736344,0.14281063519875517,1336.6137788167302,1800.7324273469924,optimal
k_06e5eefc_0,growth,0.4026671861621372,2289.254928060534,6867.7647841816015,8241.317741017921,0.15289720222753958,380.0318753967807,8213.270212846453,optimal
k_06e5eefc_1,growth,0.35497745214163073,2417.5600046550767,7252.68001396523,8703.216016758275,0.15425664088618513,243.6930783244835,8690.39859067403,optimal
k_07017df3_0,volatile,0.6117788274814047,38.056761741279786,114.17028522383936,137.00434226860722,0.030000000000005776,27.57801248708589,27.33685043444426,optimal
k_07017df3_1,other,0.42808777980057816,62.17475375346811,186.52426126040433,223.82911351248518,0.030000000000030294,44.86484394009857,44.67034579648267,optimal
k_070d1653_0,stable,0.4352174592849935,617.4787507664415,1852.4362522993247,2222.9235027591894,0.14241431965875437,1600.909114041738,2109.231456472011,optimal
k_070d1653_1,stable,0.23929090019808,436.95464312025234,1310.863929360757,1573.0367152329084,0.04854353600189464,492.78796614138076,509.38667598713,optimal
k_0725b8c0_0,stable,0.5553575420497816,219.53430825927958,658.6029247778388,790.3235097334065,0.12194920098818608,597.6209791266552,644.2355120854977,optimal
k_0725b8c0_1,seasonal,0.6768568794381288,105.49858620706095,316.49575862118286,379.7949103454194,0.030000000000230412,76.52330605418501,76.0553931801843,optimal
k_07bf9669_0,stable,0.5312999853401896,202.17926647159675,606.5377994147902,727.8453592977482,0.030000000000122266,146.5901855796588,145.9787812794803,optimal
k_07bf9669_1,stable,0.29956731641025186,242.48502215784185,727.4550664735256,872.9460797682307,0.030000000000097383,175.19818407473934,174.78692975357032,optimal
k_080102cd_0,stable,0.3107790587399738,910.9561264472799,2732.8683793418395,3279.4420552102074,0.145613710405189,1430.8128527185113,3184.87651066922,optimal
k_080102cd_1,growth,0.4558869953586464,1354.2647972929403,4062.794391878821,4875.353270254585,0.14998295870299244,954.3027093529441,4817.585172012821,optimal
k_080199a1_0,stable,0.3693437397411421,1041.2057510802103,3123.617253240631,3748.3407038887567,0.14685547280248687,1525.510657327215,3656.854978951251,optimal
k_080199a1_1,stable,0.19294496766932578,1047.1427393173042,3141.4282179519123,3769.7138615422946,0.14245805288482608,1376.830774541824,3579.1267428389947,optimal
k_08d0949a_0,stable,0.5329061569686886,56.76271145132373,170.2881343539712,204.34576122476543,0.03000000000165006,41.29011316127885,41.094103193257546,optimal
k_08d0949a_1,stable,0.23843646582003028,73.5728824402966,220.71864732088977,264.86237678506774,0.030000000007528276,53.03529030797644,52.947570093856505,optimal
k_09f952a5_0,growth,0.19517245235808714,1363.132627052412,4089.397881157236,4907.277457388683,0.14840390644367493,884.9726236788241,4849.167868409173,optimal
k_09f952a5_1,growth,0.26370507239474206,1188.4205208833648,3565.2615626500947,4278.313875180113,0.1473196044974132,1215.9405704781313,4198.781722854584,optimal
k_0ac4201f_0,stable,0.5065755452471112,243.2961619951901,729.8884859855702,875.8661831826843,0.094200094258403,521.5578329935497,549.1770498942096,optimal
k_0ac4201f_1,decline,0.757273237554076,257.4633978997517,772.3901936992552,926.8682324391061,0.13577840448944484,685.7132858404138,835.1475256974259,optimal
k_0adac9fb_0,stable,0.5690215960983981,792.1177541199974,2376.353262359992,2851.6239148319905,0.1450982695965163,1417.4293546583222,2743.070156179745,optimal
k_0adac9fb_1,stable,0.5449788361477896,1083.5670406987792,3250.7011220963377,3900.841346515605,0.14589166052672303,1515.4269776665835,3766.8015308240592,optimal
k_0afccdb8_0,stable,0.43447517632993976,97.26270767625233,291.788123028757,350.1457476345084,0.030000000001018445,70.3818745916974,70.13207514662662,optimal
k_0afccdb8_1,stable,0.4623061085673417,113.85102271612021,341.55306814836064,409.86368177803274,0.03000000000210841,82.20138018616353,81.94803295032942,optimal
k_0b18d63d_0,decline,0.4815988332886851,156.03782639090988,468.1134791727296,561.7361750072755,0.03000000000487625,112.07279193239297,112.59824645654305,optimal
k_0b18d63d_1,other,0.3967528171048542,143.49525119092345,430.48575357277036,516.5829042873244,0.03000000000024982,103.58563392580996,103.18236077988735,optimal
k_0bae85eb_0,stable,0.18518555000194117,623.2335611000548,1869.7006833001642,2243.640819960197,0.10490882783548663,1422.558834721031,1570.4648944820992,optimal
k_0bae85eb_1,stable,0.25030862393168357,525.0037122007501,1575.0111366022502,1890.0133639227001,0.0616472684437645,727.9463153057121,776.1518802825266,optimal
k_0bb738e4_0,stable,0.6126915066005016,421.9929864478075,1265.9789593434225,1519.174751212107,0.13913572837705337,1202.8609656147069,1416.0908338144113,optimal
k_0bb738e4_1,stable,0.42535011806743955,268.51458922285155,805.5437676685547,966.6525212022656,0.05326167516020794,337.65019500928304,343.31153335669705,optimal
k_0be8ff43_0,stable,0.40433590670823066,918.4558754133014,2755.3676262399044,3306.4411514878852,0.14480943862271692,1479.2127272186065,3187.833415540705,optimal
k_0be8ff43_1,stable,0.4193253153229756,1053.4430581255513,3160.329174376654,3792.3950092519844,0.1471573178121294,1450.5059146300948,3703.5431565488457,optimal
k_0bf0150d_0,stable,0.2742117338229863,468.44877187093306,1405.3463156127991,1686.4155787353588,0.06744374435029225,724.8760102178327,758.8995134319782,optimal
k_0bf0150d_1,stable,0.31437420723326703,577.6133685858639,1732.8401057575916,2079.40812690911,0.14159620316411176,1631.5096990703769,1966.2531778910384,optimal
k_0c7533c7_0,stable,0.26886371281560606,465.1786006115949,1395.5358018347847,1674.6429622017415,0.06293857373859028,676.8493491728573,701.693886616259,optimal
k_0c7533c7_1,stable,0.1993732690262245,331.8174250448969,995.4522751346906,1194.5427301616287,0.030000000006089902,239.34684974317122,238.99878287227236,optimal
k_0c8380b6_0,stable,0.3903224636564787,817.3396130236943,2452.0188390710828,2942.422606885299,0.1455208912298633,1500.0652472617176,2845.1796986049385,optimal
k_0c8380b6_1,stable,0.2763897529718126,808.3518910954621,2425.055673286386,2910.066807943663,0.14125101918491748,1330.5342977074833,2742.292502777344,optimal
k_0cbcee27_0,stable,0.21742412322016447,403.5025719941561,1210.5077159824682,1452.6092591789618,0.040292357412488405,385.87168013980715,389.8497736652344,optimal
k_0cbcee27_1,stable,0.30537969528843223,423.9606055834162,1271.8818167502486,1526.2581801002982,0.04106084667530449,413.36888132505135,418.80257790151444,optimal
k_0d85bbda_0,stable,0.20634498237825094,650.9293999362635,1952.7881998087905,2343.3458397705485,0.1453120776899154,1952.3625162795045,2270.088997622004,optimal
k_0d85bbda_1,stable,0.19673949508713975,496.7794742447733,1490.33842273432,1788.406107281184,0.07425192868890021,845.4041094084902,885.9697375414472,optimal
k_0db783cf_0,growth,0.2482643655215987,733.258213292423,2199.774639877269,2639.7295678527225,0.1439095273717847,1935.146198520555,2528.4566237258214,optimal
k_0db783cf_1,stable,0.39012045246217514,614.9860685904597,1844.9582057713792,2213.949846925655,0.14102680286731684,1616.5820271228424,2076.336363222854,optimal
k_0df3984f_0,stable,0.3520770608347547,830.2039499230747,2490.611849769224,2988.7342197230687,0.1443469833616981,1729.9248360780841,2876.611871474476,optimal
k_0df3984f_1,stable,0.33994860102898244,665.2807377869191,1995.8422133607573,2395.0106560329086,0.1425437541968365,1774.5361529637514,2273.9009377700686,optimal
k_0ea22c1c_0,stable,0.2534502858821077,699.376847342072,2098.130542026216,2517.756650431459,0.1439036356986098,1968.0814786299145,2414.83242432727,optimal
k_0ea22c1c_1,stable,0.2251037431287559,655.5376586715054,1966.612976014516,2359.9355712174192,0.14357080383816123,1892.3736720323227,2250.8176126911676,optimal
k_0eaa7e33_0,stable,0.3641474767120959,164.5417879832714,493.6253639498142,592.350436739777,0.030000000001938112,118.74499893996555,118.39085454758131,optimal
k_0eaa7e33_1,stable,0.32578608963913264,148.6516807192954,445.95504215788617,535.1460505894634,0.030000000000066335,107.46616658492067,107.19602732853005,optimal
k_0ebd97a1_0,stable,0.19331815088045054,365.32325112191967,1095.969753365759,1315.1637040389107,0.030000000027638914,263.2602763747044,262.9074970606782,optimal
k_0ebd97a1_1,stable,0.18245576375601752,347.3618521515179,1042.0855564545536,1250.5026677454644,0.030000000000750267,250.43272207459472,250.11985265649105,optimal
k_0ff83046_0,stable,0.30784414939640126,185.06748920894688,555.2024676268406,666.2429611522087,0.030000000003726643,134.11980407650225,133.82303511775558,optimal
k_0ff83046_1,stable,0.30094381342271975,89.48618450497686,268.4585535149306,322.1502642179167,0.030000000001625962,64.67364381987252,64.49060039109965,optimal
k_10076e57_0,stable,0.32133351318880554,134.2376155393454,402.7128466180362,483.25541594164343,0.03000000000018239,96.89758407047577,96.66067241458501,optimal
k_10076e57_1,stable,0.378434598418348,158.39042568077892,475.1712770423368,570.2055324508041,0.0300000000008044,114.3497580008338,114.00937013353607,optimal
k_1025f0e2_0,growth,0.24722099505759115,6289.3547657656045,18868.064297296813,22641.677156756174,0.19511947711698302,6.579085467527655e-08,22641.67715675617,optimal
k_1025f0e2_1,growth,0.3438485569277182,6213.685985690805,18641.057957072415,22369.269548486896,0.16909576801611048,3.640141892229712e-07,22369.269548486896,optimal
k_1127b7f2_0,stable,0.26757049623704926,624.2532341402015,1872.7597024206043,2247.311642904725,0.14126680244565598,1890.2878746303106,2117.318370074662,optimal
k_1127b7f2_1,stable,0.3714034140083717,584.0891362109497,1752.2674086328493,2102.720890359419,0.14270750913335295,1723.1849422469077,1993.780425283303,optimal
k_11305281_0,other,0.41073662435913877,306.6000373743865,919.8001121231595,1103.7601345477913,0.10611163320472271,704.0508913040844,779.8549903257162,optimal
k_11305281_1,stable,0.19116865566158267,425.58042667767614,1276.7412800330285,1532.0895360396341,0.05427739431923582,532.358674860687,554.691097924201,optimal
k_113e3a78_0,stable,0.27739611176070234,180.26501723025783,540.7950516907734,648.9540620289281,0.030000000013622997,130.30711250757022,130.05230998357246,optimal
k_113e3a78_1,stable,0.2585149354794256,149.54009379277286,448.6202813783186,538.3443376539823,0.030000000000178214,107.67522442279618,107.48960425141092,optimal
k_11bfa663_0,stable,0.21876627605436905,603.890607661346,1811.671822984038,2174.0061875808456,0.10640748277138115,1391.1425752344494,1540.8249618043587,optimal
k_11bfa663_1,stable,0.24822135647100935,524.1056134424094,1572.3168403272284,1886.780208392674,0.06752359968032672,810.3250158803071,848.0942301794692,optimal
k_12863947_0,stable,0.3634485971266561,827.1981983770739,2481.594595131222,2977.913514157466,0.1431456476322142,1635.6705211823257,2844.394983263738,optimal
k_12863947_1,stable,0.36512626776396473,646.3926217681142,1939.1778653043425,2327.0134383652107,0.14299389001179813,1727.3661519558366,2217.174197331522,optimal
k_12b9676b_0,stable,0.22211150985073155,1285.3569569175932,3856.0708707527792,4627.285044903335,0.14705846276907436,992.2376440798881,4537.208420134818,optimal
k_12b9676b_1,stable,0.2132569830054196,1605.6969971798442,4817.090991539532,5780.509189847438,0.14945322324090649,471.7699675141207,5740.968584441534,optimal
k_1336efc6_0,stable,0.2257657858161556,347.42992401185006,1042.2897720355502,1250.7477264426602,0.030000000003684666,250.57767126836586,250.26162978307315,optimal
k_1336efc6_1,stable,0.19450110307901325,480.6152800855263,1441.8458402565789,1730.2150083078945,0.030000000009129932,346.3223179888859,346.29043114703273,optimal
k_1354d516_0,stable,0.1944983091285042,269.6419711598558,808.9259134795675,970.711096175481,0.030000000003232354,194.35765788027177,194.0887331136997,optimal
k_1354d516_1,stable,0.21662557412900554,305.7755651789178,917.3266955367535,1100.7920346441042,0.03000000001451095,220.4418867191467,220.0716937028202,optimal
k_13d058e4_0,stable,0.4143656664357317,363.65717274408007,1090.9715182322402,1309.1658218786881,0.10602519058102094,827.2687543679637,926.2021973465464,optimal
k_13d058e4_1,stable,0.3976602985776778,340.9314575709363,1022.7943727128088,1227.3532472553704,0.06544285822114267,511.307913841178,535.025060412543,optimal
k_1430239a_0,stable,0.3046619531716085,151.72826212425073,455.1847863727522,546.2217436473027,0.03000000000057204,109.09089365904768,108.85423501581006,optimal
k_1430239a_1,stable,0.36071465829608784,124.83706297757213,374.5111889327164,449.41342671925963,0.030000000000177596,90.00655537008952,89.73134481745346,optimal
k_1464afc7_0,stable,0.33975229735504514,173.93842642000843,521.8152792600252,626.1783351120303,0.030000000000226904,125.51611330785074,125.21750052657745,optimal
k_1464afc7_1,stable,0.28795627141269947,166.52852196585928,499.58556589757785,599.5026790770934,0.030000000015352937,120.26692837377527,120.0120243681336,optimal
k_14d79857_0,stable,0.3089753972591741,354.28265044871085,1062.8479513461325,1275.417541615359,0.030000000001055717,251.3153785615061,254.83479176202542,optimal
k_14d79857_1,stable,0.2967017830042682,407.05670135013105,1221.170104050393,1465.4041248604717,0.07316861301173251,679.6232992835855,715.2020493035697,optimal
k_1554a685_0,stable,0.19114671652298484,1502.9794855538705,4508.938456661612,5410.726147993934,0.1494016043783376,491.2072965359255,5369.6339810671225,optimal
k_1554a685_1,growth,0.26082629622725,1328.740989053176,3986.222967159528,4783.4675605914335,0.14865152338350907,848.8866347315168,4725.123835655693,optimal
k_16090f2c_0,growth,0.28582263801374913,1590.741617047877,4772.224851143631,5726.669821372357,0.1493749607547089,627.0363799767354,5677.536582628782,optimal
k_16090f2c_1,growth,0.2916703717147754,1815.5429660651644,5446.628898195493,6535.954677834591,0.15126761494061758,484.4951679417176,6508.428004607994,optimal
k_165fc07b_0,stable,0.5728001238200402,576.8728097915473,1730.618429374642,2076.7421152495704,0.1428956571600167,906.5094862894882,1961.6559436710374,optimal
k_165fc07b_1,stable,0.689965895381505,701.2232833791483,2103.669850137445,2524.4038201649337,0.14412829710078037,875.9207604197121,2399.4410199018585,optimal
k_1660ad78_0,stable,0.5454928430723371,184.13655069153984,552.4096520746195,662.8915824895435,0.030000000000465498,133.182384682123,132.48499394181766,optimal
k_1660ad78_1,stable,0.3782350713058066,212.49496558711635,637.4848967613491,764.9818761136189,0.030000000000147548,152.69399463705437,152.44583938241786,optimal
k_17306570_0,stable,0.28428466231390886,580.9454701687781,1742.8364105063342,2091.403692607601,0.13980441859266673,1444.7589840738656,1944.3713640822843,optimal
k_17306570_1,stable,0.42109364787259257,650.7392958905712,1952.2178876717135,2342.661465206056,0.1388158691112718,1396.4823172991833,2166.68047196921,optimal
k_1771297a_0,decline,0.5185773506929177,113.86566481625896,341.59699444877685,409.9163933385322,0.03000000000006295,82.31498230444352,81.87445583554616,optimal
k_1771297a_1,stable,0.5989563128932611,127.67603932264383,383.0281179679315,459.6337415615178,0.03000000000003378,92.40294985513933,91.93112296592146,optimal
k_1782ce2d_0,stable,0.4560052176187756,241.14678437565365,723.440353126961,868.1284237523531,0.04909845646237186,277.7351268591313,284.1670633490436,optimal
k_1782ce2d_1,seasonal,0.47535803506771024,145.3514988031246,436.05449640937377,523.2653956912485,0.03000000000019063,104.73524097988707,104.43558516957927,optimal
k_17908cf9_0,seasonal,0.3266109982136849,216.53245394184998,649.5973618255499,779.5168341906599,0.03000000000073567,156.45806975686241,156.16564613845506,optimal
k_17908cf9_1,stable,0.2426340759013355,255.18558095749657,765.5567428724897,918.6680914469877,0.03000000004505488,183.9900569813775,183.6169100495905,optimal
k_17a053fc_0,growth,0.24151487205162772,2572.5559472027758,7717.667841608327,9261.201409929992,0.15354301441778728,21.164384866371012,9259.229629674182,optimal
k_17a053fc_1,stable,0.2272494002165341,2096.5919752659906,6289.775925797972,7547.731110957567,0.15148096390647892,123.09592453567126,7533.438962108702,optimal
k_17ca9b9e_0,stable,0.33891978371788767,926.4905847475333,2779.4717542425997,3335.3661050911196,0.14593415481512023,1736.3279887835174,3244.079860080909,optimal
k_17ca9b9e_1,stable,0.31711593000016935,917.8584500562462,2753.5753501687386,3304.290420202486,0.144806356578991,1654.5112721388427,3190.1265652550555,optimal
k_17e34d82_0,stable,0.42447287701032627,1657.130387287432,4971.391161862296,5965.669394234755,0.1504851889629781,703.9740734113544,5907.321768788304,optimal
k_17e34d82_1,stable,0.299706530188189,2051.9805661489845,6155.9416984469535,7387.1300381363435,0.15187215207576574,278.8660249305418,7363.347808948697,optimal
k_17f51e71_0,stable,0.25267179672378653,1782.4416888837577,5347.325066651273,6416.790079981528,0.15031239913566008,354.11262833979,6381.315022544459,optimal
k_17f51e71_1,stable,0.19500303695990523,1511.8798322833143,4535.639496849943,5442.767396219931,0.14898532710389037,610.7172473383574,5394.208028465575,optimal
k_1835b56c_0,stable,0.12229730768307877,1920.3826674961904,5761.148002488571,6913.377602986286,0.15098899929585596,90.22383624288966,6907.757148566833,optimal
k_1835b56c_1,stable,0.14225357113631684,2050.4607846861636,6151.382354058491,7381.658824870188,0.15144535291441522,26.91016265728897,7377.992066307988,optimal
k_1838dd9b_0,stable,0.24654434556609883,332.6050326246265,997.8150978738795,1197.3781174486553,0.030000000000142628,239.8103586768793,239.4002789172247,optimal
k_1838dd9b_1,stable,0.1682128007587115,431.46689837486014,1294.4006951245804,1553.2808341494963,0.030000000021916527,310.99082662563734,310.73704117320915,optimal
k_184a67a8_0,seasonal,0.4178974982378545,59.91043908726855,179.73131726180566,215.6775807141668,0.030000000001841772,43.255424375973725,43.08021299945189,optimal
k_184a67a8_1,other,0.44229197435566914,55.53920304942125,166.61760914826377,199.94113097791652,0.030000000016501476,40.241968441750416,40.06872467524358,optimal
k_18a349e7_0,growth,0.3871052820744053,882.5146965115558,2647.5440895346674,3177.052907441601,0.1448093948575871,1583.377606565684,3066.7607050514303,optimal
k_18a349e7_1,stable,0.7779892427837232,684.1540513974714,2052.4621541924143,2462.9545850308973,0.14281011123716544,1504.6203821654128,2325.1310823032636,optimal
k_1900267e_0,stable,0.13769635990365184,1602.9233900839179,4808.770170251753,5770.5242043021035,0.14950653457048088,392.5254028729236,5740.5120166454135,optimal
k_1900267e_1,stable,0.1506380067244189,1432.3851669205808,4297.155500761743,5156.586600914091,0.14856390605965406,675.4570677070911,5106.052479541322,optimal
k_1a3df491_0,stable,0.20965628024732355,977.8492455742153,2933.547736722646,3520.257284067175,0.14560654120623356,1645.436791861824,3413.7756164056937,optimal
k_1a3df491_1,stable,0.2143181099115644,1348.492695990348,4045.4780879710443,4854.573705565253,0.14768704222183968,863.8039665831013,4777.59435185522,optimal
k_1b4c3a6f_0,stable,0.26106912834094737,908.2112384146353,2724.633715243906,3269.560458292687,0.14399204518241157,1574.805805171199,3145.1959992283296,optimal
k_1b4c3a6f_1,stable,0.3360559734973089,757.7962403029715,2273.3887209089144,2728.066465090697,0.14154760628410476,1666.1080554034622,2575.78888342617,optimal
k_1b7e5006_0,decline,0.6578100636332476,310.9358737693256,932.8076213079769,1119.3691455695723,0.13715661740718788,712.7533333478387,1024.4737764916197,optimal
k_1b7e5006_1,stable,0.5993606989977442,243.39056137469015,730.1716841240705,876.2060209488845,0.09872065042116822,540.6422829367053,578.3029901675478,optimal
k_1b938a7e_0,stable,0.36079694108595145,529.7893850402712,1589.3681551208138,1907.2417861449765,0.11322995409097984,1258.2678329224705,1441.271867232992,optimal
k_1b938a7e_1,stable,0.2964065841123133,488.1913402258324,1464.5740206774972,1757.4888248129967,0.1163372959296489,1240.8797875145692,1362.3937460325665,optimal
k_1bb2bdb9_0,growth,0.3977492955863596,556.6260516689426,1669.878155006828,2003.8537860081933,0.13691800654875244,1552.5356337559904,1828.6816358071392,optimal
k_1bb2bdb9_1,stable,0.3586645679466256,633.5046895744839,1900.5140687234516,2280.6168824681417,0.139553136358866,1499.5404023623787,2125.0923855274705,optimal
k_1c5e4e49_0,stable,0.3026682262774544,536.0016563895916,1608.004969168775,1929.60596300253,0.13925619420697846,1529.335461116756,1789.3119198792626,optimal
k_1c5e4e49_1,stable,0.32265171343243765,594.6710607046966,1784.01318211409,2140.815818536908,0.1429830603280466,1206.5126174504596,2033.573579514765,optimal
k_1c68394e_0,stable,0.5353102584355605,1388.7759719977958,4166.327915993387,4999.593499192065,0.14798182710461014,1072.4454037754936,4905.443458465656,optimal
k_1c68394e_1,stable,0.3560445816677468,1333.6588209149966,4000.9764627449895,4801.171755293987,0.15048473957005268,624.5874913886444,4756.277835382376,optimal
k_1caf2832_0,stable,0.3626902379034105,166.45810483656587,499.37431450969757,599.2491774116371,0.030000000000575535,120.25171925801953,119.91187995605887,optimal
k_1caf2832_1,stable,0.208894320145775,144.97495160116574,434.9248548034972,521.9098257641966,0.03000000000016863,104.53430943155058,104.39769463672758,optimal
k_1ce3ae5a_0,stable,0.18694806672388264,378.07866017758835,1134.235980532765,1361.083176639318,0.030000000000307597,272.10912900105694,271.7867454008689,optimal
k_1ce3ae5a_1,stable,0.16716135943567803,319.7104649155128,959.1313947465383,1150.9576736958459,0.030000000011789513,230.24018901465183,229.98638848023077,optimal
k_1d2732ef_0,decline,0.6713676864586773,67.68209467817033,203.046284034511,243.65554084141317,0.030000000000111583,49.02389327088763,48.63621793461171,optimal
k_1d2732ef_1,seasonal,0.5393935935218329,145.8986684264304,437.69600527929117,525.2352063351494,0.030000000000764873,105.8870902095927,105.39347781545067,optimal
k_1d29dfba_0,stable,0.4346031963386871,148.36523345896973,445.0957003769092,534.114840452291,0.03000000000613879,107.08444166846279,106.69640575222222,optimal
k_1d29dfba_1,stable,0.3829677424843389,144.3447981862996,433.03439455889884,519.6412734706786,0.03000000000190195,104.72332872631038,104.41894118278873,optimal
k_1d8dbc4f_0,stable,0.16240570108757552,857.8669558268913,2573.600867480674,3088.3210409768085,0.14675971042333702,1963.0326172604641,3021.719840656016,optimal
