seller_id,year_month,monthly_revenue,monthly_orders,active_days,year_month_dt,cluster,seller_type
002100f778ceb8431b7a1020ff7ab48f,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2017-09,47.6,3.0,3,2017-09-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2017-10,191.89999999999998,9.0,9,2017-10-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2017-11,276.79999999999995,11.0,7,2017-11-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2017-12,265.5,15.0,11,2017-12-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-01,77.69999999999999,3.0,3,2018-01-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-02,189.6,4.0,4,2018-02-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-03,57.699999999999996,3.0,3,2018-03-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-04,109.80000000000001,2.0,2,2018-04-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-05,0.0,0.0,0,2018-05-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-06,0.0,0.0,0,2018-06-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-07,0.0,0.0,0,2018-07-01,1,계절형 (Seasonal)
002100f778ceb8431b7a1020ff7ab48f,2018-08,0.0,0.0,0,2018-08-01,1,계절형 (Seasonal)
004c9cd9d87a3c30c522c48c4fc07416,2016-09,0.0,0.0,0,2016-09-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2016-10,0.0,0.0,0,2016-10-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2016-11,0.0,0.0,0,2016-11-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2016-12,0.0,0.0,0,2016-12-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-01,719.94,6.0,4,2017-01-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-02,2043.3600000000001,12.0,8,2017-02-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-03,1078.91,6.0,5,2017-03-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-04,1389.92,10.0,8,2017-04-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-05,445.96,4.0,4,2017-05-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-06,1338.9,9.0,7,2017-06-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-07,1263.6200000000001,12.0,10,2017-07-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-08,2653.98,21.0,16,2017-08-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-09,1278.22,14.0,11,2017-09-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-10,679.85,6.0,6,2017-10-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-11,2095.4,18.0,13,2017-11-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2017-12,1374.81,13.0,10,2017-12-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-01,1110.16,8.0,6,2018-01-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-02,395.19000000000005,3.0,3,2018-02-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-03,659.66,8.0,8,2018-03-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-04,692.35,4.0,3,2018-04-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-05,349.5,2.0,2,2018-05-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-06,0.0,0.0,0,2018-06-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-07,0.0,0.0,0,2018-07-01,2,안정형 (Stable)
004c9cd9d87a3c30c522c48c4fc07416,2018-08,0.0,0.0,0,2018-08-01,2,안정형 (Stable)
00720abe85ba0859807595bbf045a33b,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-09,0.0,0.0,0,2017-09-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-10,0.0,0.0,0,2017-10-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-11,0.0,0.0,0,2017-11-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2017-12,0.0,0.0,0,2017-12-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-01,156.0,1.0,1,2018-01-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-02,78.0,1.0,1,2018-02-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-03,54.0,2.0,2,2018-03-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-04,151.7,3.0,3,2018-04-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-05,269.6,3.0,3,2018-05-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-06,88.2,1.0,1,2018-06-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-07,78.0,1.0,1,2018-07-01,1,계절형 (Seasonal)
00720abe85ba0859807595bbf045a33b,2018-08,132.0,1.0,1,2018-08-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-09,240.0,2.0,2,2017-09-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-10,1016.0,11.0,9,2017-10-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-11,1735.0,12.0,6,2017-11-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2017-12,1777.0,16.0,11,2017-12-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-01,6534.0,42.0,23,2018-01-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-02,3348.0,17.0,14,2018-02-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-03,2688.0,17.0,14,2018-03-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-04,2312.0,12.0,10,2018-04-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-05,79.0,1.0,1,2018-05-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-06,214.0,3.0,3,2018-06-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-07,119.0,1.0,1,2018-07-01,1,계절형 (Seasonal)
00ee68308b45bc5e2660cd833c3f81cc,2018-08,198.0,1.0,1,2018-08-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-09,0.0,0.0,0,2017-09-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-10,0.0,0.0,0,2017-10-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-11,0.0,0.0,0,2017-11-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2017-12,0.0,0.0,0,2017-12-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-01,260.4,2.0,1,2018-01-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-02,9096.6,72.0,23,2018-02-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-03,1745.7,17.0,11,2018-03-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-04,1195.8,9.0,5,2018-04-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-05,190.0,1.0,1,2018-05-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-06,196.4,2.0,2,2018-06-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-07,0.0,0.0,0,2018-07-01,1,계절형 (Seasonal)
00fc707aaaad2d31347cf883cd2dfe10,2018-08,0.0,0.0,0,2018-08-01,1,계절형 (Seasonal)
013900e863eace745d3ec7614cab5b1a,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2016-10,0.0,0.0,0,2016-10-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-03,146.0,2.0,2,2017-03-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-04,0.0,0.0,0,2017-04-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-05,0.0,0.0,0,2017-05-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-06,0.0,0.0,0,2017-06-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-07,0.0,0.0,0,2017-07-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-08,162.0,1.0,1,2017-08-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-09,0.0,0.0,0,2017-09-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-11,120.8,2.0,2,2017-11-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2017-12,339.9,5.0,4,2017-12-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-01,277.5,5.0,5,2018-01-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-02,387.5,6.0,6,2018-02-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-03,0.0,0.0,0,2018-03-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-04,186.0,2.0,2,2018-04-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-05,0.0,0.0,0,2018-05-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-06,0.0,0.0,0,2018-06-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-07,0.0,0.0,0,2018-07-01,0,불안정형 (Volatile)
013900e863eace745d3ec7614cab5b1a,2018-08,0.0,0.0,0,2018-08-01,0,불안정형 (Volatile)
014c0679dd340a0e338872e7ec85666a,2016-09,0.0,0.0,0,2016-09-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2016-10,0.0,0.0,0,2016-10-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2016-11,0.0,0.0,0,2016-11-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2016-12,0.0,0.0,0,2016-12-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-01,110.0,1.0,1,2017-01-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-02,110.0,1.0,1,2017-02-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-03,0.0,0.0,0,2017-03-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-04,594.0,1.0,1,2017-04-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-05,594.0,1.0,1,2017-05-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-06,0.0,0.0,0,2017-06-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-07,0.0,0.0,0,2017-07-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-08,0.0,0.0,0,2017-08-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-09,589.0,1.0,1,2017-09-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-10,0.0,0.0,0,2017-10-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-11,175.0,1.0,1,2017-11-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2017-12,400.0,1.0,1,2017-12-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-01,435.0,1.0,1,2018-01-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-02,1320.0,1.0,1,2018-02-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-03,1693.0,3.0,3,2018-03-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-04,358.0,1.0,1,2018-04-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-05,0.0,0.0,0,2018-05-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-06,0.0,0.0,0,2018-06-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-07,680.0,1.0,1,2018-07-01,2,안정형 (Stable)
014c0679dd340a0e338872e7ec85666a,2018-08,0.0,0.0,0,2018-08-01,2,안정형 (Stable)
014d9a685fd57276679edd00e07089e5,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2016-10,0.0,0.0,0,2016-10-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-03,0.0,0.0,0,2017-03-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-04,0.0,0.0,0,2017-04-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-05,0.0,0.0,0,2017-05-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-06,0.0,0.0,0,2017-06-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-07,0.0,0.0,0,2017-07-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-08,0.0,0.0,0,2017-08-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-09,0.0,0.0,0,2017-09-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-11,69.99,1.0,1,2017-11-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2017-12,0.0,0.0,0,2017-12-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-01,69.99,1.0,1,2018-01-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-02,0.0,0.0,0,2018-02-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-03,217.96,4.0,4,2018-03-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-04,131.97000000000003,2.0,2,2018-04-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-05,0.0,0.0,0,2018-05-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-06,0.0,0.0,0,2018-06-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-07,0.0,0.0,0,2018-07-01,0,불안정형 (Volatile)
014d9a685fd57276679edd00e07089e5,2018-08,239.96999999999997,3.0,3,2018-08-01,0,불안정형 (Volatile)
0176f73cc1195f367f7b32db1e5b3aa8,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-09,0.0,0.0,0,2017-09-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-10,0.0,0.0,0,2017-10-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-11,559.7,3.0,3,2017-11-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2017-12,0.0,0.0,0,2017-12-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-01,875.4000000000001,6.0,6,2018-01-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-02,365.6,3.0,3,2018-02-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-03,292.6,4.0,4,2018-03-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-04,295.70000000000005,3.0,3,2018-04-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-05,775.4000000000001,6.0,4,2018-05-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-06,509.6,4.0,4,2018-06-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-07,689.4000000000001,6.0,6,2018-07-01,1,계절형 (Seasonal)
0176f73cc1195f367f7b32db1e5b3aa8,2018-08,279.8,2.0,2,2018-08-01,1,계절형 (Seasonal)
01bcc9d254a0143f0ce9791b960b2a47,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
01bcc9d254a0143f0ce9791b960b2a47,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
